50 50 50 90 90 90
H	24.54435658454895	24.742473930120468	22.817102670669556
H	23.501360654830933	23.592031955718994	23.70274257659912
H	25.271700590848923	23.375399947166443	23.712599515914917
H	23.384138584136963	26.657001972198486	25.89496260881424
H	22.395899534225464	25.464822947978973	25.000087612104835
H	23.38426160812378	26.657870054244995	24.106505632400513
H	25.271530598402023	23.374145030975342	26.285927534103394
H	23.50120460987091	23.590877056121826	26.29589056968689
H	24.544217586517334	24.740425944328308	27.182665586471558
H	25.849078595638275	26.520177006721497	24.11413961648941
H	25.849079608917236	26.51927101612091	25.887446641921997
H	27.276443481445312	24.413753926753998	24.107446610927582
H	27.276511669158936	24.412951946258545	25.892048597335815
H	28.052191495895386	25.742868959903717	25.000318612117553
C	24.466188609600067	24.13013195991516	23.734290599822998
C	23.35850465297699	26.00785493850708	25.00041761211469
C	24.466067612171173	24.128947913646698	26.264899611473083
C	24.551179587841034	25.018189948052168	25.00001361210616
C	25.869470596313477	25.853616952896118	25.00045261211926
C	27.186614513397217	25.05718694999814	25.000041612103814
-236.490996
40 bands
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
